"Ano","Regiao","Sub_Regiao","Pais","Mes","GeoCodUnidMaior","UnidMaior","GeoCodUnidMenor","UnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
1994,"América Latina","México","Mexico",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",111,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","México","Mexico",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",122,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","México","Mexico",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",102,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","México","Mexico",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",98,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",105,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",127,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",120,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",129,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",157,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",139,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",134,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",105,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",73,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",61,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",73,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","México","Mexico",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",38,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",62,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",62,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",79,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",88,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",106,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",82,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",112,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",62,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",61,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",61,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",41,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","México","Mexico",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",36,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",40,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",38,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",59,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",94,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",51,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",51,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",47,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",29,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",36,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",31,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",22,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","México","Mexico",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",23,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",33,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",33,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",47,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",41,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",37,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",31,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",44,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",30,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",28,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",24,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",28,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","México","Mexico",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",18,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1999,"América Latina","México","Mexico",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",28,"0","NULL","NULL","P","1999-09-27 00:00:00.000","28",NA
1999,"América Latina","México","Mexico",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",35,"0","NULL","NULL","P","1999-09-27 00:00:00.000","35",NA
1999,"América Latina","México","Mexico",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",40,"0","NULL","NULL","P","1999-09-27 00:00:00.000","40",NA
1999,"América Latina","México","Mexico",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",47,"0","NULL","NULL","P","1999-09-27 00:00:00.000","47",NA
1999,"América Latina","México","Mexico",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",20,"0","NULL","NULL","P","1999-09-27 00:00:00.000","20",NA
1999,"América Latina","México","Mexico",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",22,"0","NULL","NULL","P","1999-09-27 00:00:00.000","22",NA
1999,"América Latina","México","Mexico",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",20,"0","NULL","NULL","P","1999-09-27 00:00:00.000","20",NA
1999,"América Latina","México","Mexico",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",23,"0","NULL","NULL","P","2000-01-07 00:00:00.000","23",NA
1999,"América Latina","México","Mexico",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",21,"0","NULL","NULL","P","2000-01-07 00:00:00.000","21",NA
1999,"América Latina","México","Mexico",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",23,"0","NULL","NULL","P","2000-01-07 00:00:00.000","23",NA
